일자|시간|구분,공급량
2019-01-05 02 G,2800.4678
2019-01-05 03 G,2625.2922
2019-01-05 04 G,2638.332
2019-01-05 05 G,2822.4575
2019-01-05 06 G,2989.6948
2019-01-05 07 G,3523.651
2019-01-05 08 G,4119.3013
2019-01-05 09 G,4195.1104
2019-01-05 10 G,4130.3574
2019-01-05 11 G,3939.1746
2019-01-05 12 G,3661.5652
2019-01-05 13 G,3392.1846
2019-01-05 14 G,3276.9395
2019-01-05 15 G,3172.989
2019-01-05 16 G,3168.5142
2019-01-05 17 G,3264.0684
2019-01-05 18 G,3657.9873
2019-01-05 19 G,4107.4663
2019-01-05 20 G,4166.0776
2019-01-05 21 G,4235.888
2019-01-05 22 G,4107.9067
2019-01-05 23 G,3895.801
2019-01-05 24 G,3659.4238
2019-01-06 01 G,3095.015
2019-01-06 02 G,2793.9238
2019-01-06 03 G,2589.5974
2019-01-06 04 G,2626.2646
2019-01-06 05 G,2789.9321
2019-01-06 06 G,2942.37
2019-01-06 07 G,3465.9626
2019-01-06 08 G,4031.8264
2019-01-06 09 G,4119.764
2019-01-06 10 G,4054.6572
2019-01-06 11 G,3898.9817
2019-01-06 12 G,3587.1375
2019-01-06 13 G,3359.9236
2019-01-06 14 G,3231.084
2019-01-06 15 G,3158.9446
2019-01-06 16 G,3154.4697
2019-01-06 17 G,3250.024
2019-01-06 18 G,3570.089
2019-01-06 19 G,4055.2021
2019-01-06 20 G,4130.933
2019-01-06 21 G,4095.5496
2019-01-06 22 G,3968.273
2019-01-06 23 G,3734.978
2019-01-06 24 G,3576.8267
2019-01-07 01 G,3194.7766
2019-01-07 02 G,2874.4175
2019-01-07 03 G,2683.2512
2019-01-07 04 G,2694.4082
2019-01-07 05 G,2852.8418
2019-01-07 06 G,3039.5806
2019-01-07 07 G,3569.2908
2019-01-07 08 G,4145.39
2019-01-07 09 G,4230.1997
2019-01-07 10 G,4160.65
2019-01-07 11 G,4017.95
2019-01-07 12 G,3684.0498
2019-01-07 13 G,3412.9246
2019-01-07 14 G,3296.8533
2019-01-07 15 G,3214.207
2019-01-07 16 G,3210.711
2019-01-07 17 G,3306.2651
2019-01-07 18 G,3704.3408
2019-01-07 19 G,4128.7334
2019-01-07 20 G,4189.9307
2019-01-07 21 G,4246.2773
2019-01-07 22 G,4147.378
2019-01-07 23 G,3910.12
2019-01-07 24 G,3673.743
2019-01-08 01 G,3087.2266
2019-01-08 02 G,2777.6924
2019-01-08 03 G,2578.6743
2019-01-08 04 G,2621.5454
2019-01-08 05 G,2782.4585
2019-01-08 06 G,2937.2734
2019-01-08 07 G,3460.866
2019-01-08 08 G,4034.2932
2019-01-08 09 G,4120.962
2019-01-08 10 G,4000.736
2019-01-08 11 G,3850.7153
2019-01-08 12 G,3584.8228
2019-01-08 13 G,3302.0427
2019-01-08 14 G,3207.1658
2019-01-08 15 G,3144.2334
2019-01-08 16 G,3137.2102
2019-01-08 17 G,3226.0286
2019-01-08 18 G,3544.2644
2019-01-08 19 G,4028.0842
2019-01-08 20 G,4070.683
2019-01-08 21 G,4099.455
2019-01-08 22 G,3972.1777
2019-01-08 23 G,3831.4348
2019-01-08 24 G,3667.8865
2019-01-09 01 G,3148.617
2019-01-09 02 G,2833.761
2019-01-09 03 G,2671.3076
2019-01-09 04 G,2713.9966
2019-01-09 05 G,2872.9395
2019-01-09 06 G,3040.986
2019-01-09 07 G,3570.3442
2019-01-09 08 G,4142.7915
2019-01-09 09 G,4225.2563
2019-01-09 10 G,4147.785
2019-01-09 11 G,3999.031
2019-01-09 12 G,3662.9858
2019-01-09 13 G,3386.6167
2019-01-09 14 G,3238.5454
2019-01-09 15 G,3170.8809
2019-01-09 16 G,3166.406
2019-01-09 17 G,3261.9602
2019-01-09 18 G,3639.397
2019-01-09 19 G,4103.135
2019-01-09 20 G,4164.333
2019-01-09 21 G,4265.943
2019-01-09 22 G,4116.81
2019-01-09 23 G,3962.1265
2019-01-09 24 G,3716.9565
2019-01-10 01 G,3149.6042
2019-01-10 02 G,2834.748
2019-01-10 03 G,2672.295
2019-01-10 04 G,2712.9668
2019-01-10 05 G,2871.9097
2019-01-10 06 G,3039.9563
2019-01-10 07 G,3569.3145
2019-01-10 08 G,4145.66
2019-01-10 09 G,4233.4663
2019-01-10 10 G,4155.995
2019-01-10 11 G,4030.9475
2019-01-10 12 G,3678.0107
2019-01-10 13 G,3403.814
2019-01-10 14 G,3291.5012
2019-01-10 15 G,3188.0781
2019-01-10 16 G,3183.6033
2019-01-10 17 G,3279.1575
2019-01-10 18 G,3671.8455
2019-01-10 19 G,4118.0244
2019-01-10 20 G,4179.2217
2019-01-10 21 G,4268.211
2019-01-10 22 G,4120.3096
2019-01-10 23 G,3933.9607
2019-01-10 24 G,3719.361
2019-01-11 01 G,3164.0105
2019-01-11 02 G,2819.2358
2019-01-11 03 G,2672.9094
2019-01-11 04 G,2716.9685
2019-01-11 05 G,2875.9268
2019-01-11 06 G,3065.0383
2019-01-11 07 G,3593.9348
2019-01-11 08 G,4180.5015
2019-01-11 09 G,4273.894
2019-01-11 10 G,4185.771
2019-01-11 11 G,4023.2136
2019-01-11 12 G,3724.8564
2019-01-11 13 G,3415.2727
2019-01-11 14 G,3284.0188
2019-01-11 15 G,3224.399
2019-01-11 16 G,3219.924
2019-01-11 17 G,3319.9487
2019-01-11 18 G,3628.229
2019-01-11 19 G,4112.2026
2019-01-11 20 G,4181.2993
2019-01-11 21 G,4136.561
2019-01-11 22 G,4086.4585
2019-01-11 23 G,3931.2039
2019-01-11 24 G,3698.7031
2019-01-12 01 G,3163.4653
2019-01-12 02 G,2788.636
2019-01-12 03 G,2644.8508
2019-01-12 04 G,2652.121
2019-01-12 05 G,2815.4224
2019-01-12 06 G,2970.368
2019-01-12 07 G,3466.2146
2019-01-12 08 G,4047.167
2019-01-12 09 G,4118.051
2019-01-12 10 G,4036.8916
2019-01-12 11 G,3946.5789
2019-01-12 12 G,3609.9333
2019-01-12 13 G,3329.8853
2019-01-12 14 G,3292.8423
2019-01-12 15 G,3229.8457
2019-01-12 16 G,3222.8225
2019-01-12 17 G,3308.1873
2019-01-12 18 G,3623.0684
2019-01-12 19 G,4042.9907
2019-01-12 20 G,4145.009
2019-01-12 21 G,4116.9097
2019-01-12 22 G,4044.41
2019-01-12 23 G,3814.1619
2019-01-12 24 G,3628.464
2019-01-13 01 G,3185.3428
2019-01-13 02 G,2874.6812
2019-01-13 03 G,2682.5728
2019-01-13 04 G,2727.6953
2019-01-13 05 G,2871.756
2019-01-13 06 G,3043.917
2019-01-13 07 G,3565.852
2019-01-13 08 G,4147.307
2019-01-13 09 G,4214.908
2019-01-13 10 G,4098.792
2019-01-13 11 G,3963.8604
2019-01-13 12 G,3683.8218
2019-01-13 13 G,3404.3147
2019-01-13 14 G,3320.1545
2019-01-13 15 G,3257.158
2019-01-13 16 G,3250.1348
2019-01-13 17 G,3336.3872
2019-01-13 18 G,3651.2683
2019-01-13 19 G,4067.65
2019-01-13 20 G,4169.668
2019-01-13 21 G,4140.6133
2019-01-13 22 G,4063.8079
2019-01-13 23 G,3833.5598
2019-01-13 24 G,3643.2554
2019-01-14 01 G,3222.0637
2019-01-14 02 G,2882.3657
2019-01-14 03 G,2743.0505
2019-01-14 04 G,2783.0427
2019-01-14 05 G,2910.2683
2019-01-14 06 G,3107.9998
2019-01-14 07 G,3636.0525
2019-01-14 08 G,4219.397
2019-01-14 09 G,4288.612
2019-01-14 10 G,4213.0576
2019-01-14 11 G,4064.4688
2019-01-14 12 G,3707.799
2019-01-14 13 G,3462.9802
2019-01-14 14 G,3331.7263
2019-01-14 15 G,3281.5247
2019-01-14 16 G,3277.0498
2019-01-14 17 G,3368.261
2019-01-14 18 G,3663.4968
2019-01-14 19 G,4155.929
2019-01-14 20 G,4226.802
2019-01-14 21 G,4188.243
2019-01-14 22 G,4108.486
2019-01-14 23 G,3961.3035
2019-01-14 24 G,3728.8027
2019-01-15 01 G,3213.5862
2019-01-15 02 G,2873.8882
2019-01-15 03 G,2734.573
2019-01-15 04 G,2748.205
2019-01-15 05 G,2901.7908
2019-01-15 06 G,3071.6287
2019-01-15 07 G,3599.682
2019-01-15 08 G,4210.92
2019-01-15 09 G,4277.974
2019-01-15 10 G,4127.9497
2019-01-15 11 G,4025.252
2019-01-15 12 G,3697.8596
2019-01-15 13 G,3455.201
2019-01-15 14 G,3323.947
2019-01-15 15 G,3273.2444
2019-01-15 16 G,3268.7695
2019-01-15 17 G,3359.9807
2019-01-15 18 G,3655.7175
2019-01-15 19 G,4148.151
2019-01-15 20 G,4219.0234
2019-01-15 21 G,4185.0645
2019-01-15 22 G,4100.008
2019-01-15 23 G,3952.826
2019-01-15 24 G,3720.3252
2019-01-16 01 G,3223.7183
2019-01-16 02 G,2866.2637
2019-01-16 03 G,2671.685
2019-01-16 04 G,2710.9182
2019-01-16 05 G,2875.079
2019-01-16 06 G,3030.118
2019-01-16 07 G,3552.053
2019-01-16 08 G,4133.51
2019-01-16 09 G,4201.1973
2019-01-16 10 G,4121.079
2019-01-16 11 G,3956.4626
2019-01-16 12 G,3678.5554
2019-01-16 13 G,3448.9736
2019-01-16 14 G,3321.5151
2019-01-16 15 G,3259.2388
2019-01-16 16 G,3254.764
2019-01-16 17 G,3345.975
2019-01-16 18 G,3653.2856
2019-01-16 19 G,4141.924
2019-01-16 20 G,4216.592
2019-01-16 21 G,4182.633
2019-01-16 22 G,4053.0784
2019-01-16 23 G,3879.3528
2019-01-16 24 G,3719.681
2019-01-17 01 G,3207.1436
2019-01-17 02 G,2853.5342
2019-01-17 03 G,2679.341
2019-01-17 04 G,2710.8916
2019-01-17 05 G,2876.6738
2019-01-17 06 G,3026.0278
2019-01-17 07 G,3565.691
2019-01-17 08 G,4174.7197
2019-01-17 09 G,4171.328
2019-01-17 10 G,4118.1455
2019-01-17 11 G,3918.0269
2019-01-17 12 G,3659.4243
2019-01-17 13 G,3431.341
2019-01-17 14 G,3303.8826
2019-01-17 15 G,3241.6062
2019-01-17 16 G,3237.1313
2019-01-17 17 G,3328.3425
2019-01-17 18 G,3633.2192
2019-01-17 19 G,4125.2627
2019-01-17 20 G,4198.96
2019-01-17 21 G,4165.001
2019-01-17 22 G,4035.4458
2019-01-17 23 G,3861.7202
2019-01-17 24 G,3702.0483
2019-01-18 01 G,3162.5012
2019-01-18 02 G,2846.9263
2019-01-18 03 G,2650.815
2019-01-18 04 G,2687.523
2019-01-18 05 G,2845.7947
2019-01-18 06 G,3000.8335
2019-01-18 07 G,3522.7686
2019-01-18 08 G,4100.771
2019-01-18 09 G,4158.1567
2019-01-18 10 G,4045.2144
2019-01-18 11 G,3917.4346
2019-01-18 12 G,3641.0745
2019-01-18 13 G,3371.2837
2019-01-18 14 G,3287.1235
2019-01-18 15 G,3213.526
2019-01-18 16 G,3209.051
2019-01-18 17 G,3300.2622
2019-01-18 18 G,3616.4602
2019-01-18 19 G,4032.8418
2019-01-18 20 G,4134.8613
2019-01-18 21 G,4112.1836
2019-01-18 22 G,4030.2605
2019-01-18 23 G,3800.0125
2019-01-18 24 G,3609.6797
2019-01-19 01 G,3164.1753
2019-01-19 02 G,2855.6035
2019-01-19 03 G,2655.2954
2019-01-19 04 G,2675.6057
2019-01-19 05 G,2840.7625
2019-01-19 06 G,2996.7344
2019-01-19 07 G,3518.6694
2019-01-19 08 G,4083.8315
2019-01-19 09 G,4132.358
2019-01-19 10 G,4046.8884
2019-01-19 11 G,3919.1086
2019-01-19 12 G,3642.7485
2019-01-19 13 G,3372.9578
2019-01-19 14 G,3288.7976
2019-01-19 15 G,3224.4841
2019-01-19 16 G,3217.461
2019-01-19 17 G,3301.9363
2019-01-19 18 G,3618.1343
2019-01-19 19 G,3973.066
2019-01-19 20 G,4136.535
2019-01-19 21 G,4113.8574
2019-01-19 22 G,4031.9346
2019-01-19 23 G,3801.6865
2019-01-19 24 G,3578.1685
2019-01-20 01 G,3180.5215
2019-01-20 02 G,2871.9497
2019-01-20 03 G,2678.439
2019-01-20 04 G,2698.7493
2019-01-20 05 G,2863.906
2019-01-20 06 G,3019.878
2019-01-20 07 G,3541.813
2019-01-20 08 G,4100.0005
2019-01-20 09 G,4155.1685
2019-01-20 10 G,4069.6985
2019-01-20 11 G,3943.2222
2019-01-20 12 G,3666.862
2019-01-20 13 G,3354.6716
2019-01-20 14 G,3306.27
2019-01-20 15 G,3206.527
2019-01-20 16 G,3199.504
2019-01-20 17 G,3283.9792
2019-01-20 18 G,3635.6067
2019-01-20 19 G,4051.9883
2019-01-20 20 G,4156.6055
2019-01-20 21 G,4134.354
2019-01-20 22 G,4052.4307
2019-01-20 23 G,3822.1826
2019-01-20 24 G,3631.8499
2019-01-21 01 G,3222.123
2019-01-21 02 G,2889.145
2019-01-21 03 G,2687.5862
2019-01-21 04 G,2724.2942
2019-01-21 05 G,2882.566
2019-01-21 06 G,3039.0747
2019-01-21 07 G,3561.0098
2019-01-21 08 G,4132.0386
2019-01-21 09 G,4183.955
2019-01-21 10 G,4070.0566
2019-01-21 11 G,3941.98
2019-01-21 12 G,3669.1047
2019-01-21 13 G,3392.6729
2019-01-21 14 G,3320.0864
2019-01-21 15 G,3269.8848
2019-01-21 16 G,3265.41
2019-01-21 17 G,3356.621
2019-01-21 18 G,3651.857
2019-01-21 19 G,4143.093
2019-01-21 20 G,4217.7607
2019-01-21 21 G,4184.6396
2019-01-21 22 G,4081.8743
2019-01-21 23 G,3881.3606
2019-01-21 24 G,3721.6604
2019-01-22 01 G,3222.2773
2019-01-22 02 G,2889.2993
2019-01-22 03 G,2679.9075
2019-01-22 04 G,2697.0828
2019-01-22 05 G,2865.3745
2019-01-22 06 G,3004.0012
2019-01-22 07 G,3543.2815
2019-01-22 08 G,4101.4697
2019-01-22 09 G,4121.411
2019-01-22 10 G,4076.383
2019-01-22 11 G,3945.1777
2019-01-22 12 G,3614.429
2019-01-22 13 G,3357.0686
2019-01-22 14 G,3320.2407
2019-01-22 15 G,3270.039
2019-01-22 16 G,3265.5642
2019-01-22 17 G,3356.7754
2019-01-22 18 G,3652.0112
2019-01-22 19 G,4143.2466
2019-01-22 20 G,4217.9146
2019-01-22 21 G,4184.7935
2019-01-22 22 G,4082.0286
2019-01-22 23 G,3881.515
2019-01-22 24 G,3721.8147
2019-01-23 01 G,3177.24
2019-01-23 02 G,2801.3538
2019-01-23 03 G,2668.7466
2019-01-23 04 G,2687.2349
2019-01-23 05 G,2845.4998
2019-01-23 06 G,2979.778
2019-01-23 07 G,3493.1272
2019-01-23 08 G,4061.5872
2019-01-23 09 G,4121.4697
2019-01-23 10 G,4030.1091
2019-01-23 11 G,3939.546
2019-01-23 12 G,3606.7515
2019-01-23 13 G,3328.1729
2019-01-23 14 G,3312.6228
2019-01-23 15 G,3249.8455
2019-01-23 16 G,3245.3706
2019-01-23 17 G,3335.9565
2019-01-23 18 G,3640.8333
2019-01-23 19 G,4132.8755
2019-01-23 20 G,4209.17
2019-01-23 21 G,4176.0483
2019-01-23 22 G,4046.4963
2019-01-23 23 G,3843.0369
2019-01-23 24 G,3713.0706
2019-01-24 01 G,3173.8232
2019-01-24 02 G,2797.937
2019-01-24 03 G,2665.3298
2019-01-24 04 G,2685.3845
2019-01-24 05 G,2843.6494
2019-01-24 06 G,2977.9277
2019-01-24 07 G,3490.7156
2019-01-24 08 G,4059.1755
2019-01-24 09 G,4119.0586
2019-01-24 10 G,4027.6975
2019-01-24 11 G,3937.1343
2019-01-24 12 G,3604.3398
2019-01-24 13 G,3325.7612
2019-01-24 14 G,3300.7126
2019-01-24 15 G,3245.3716
2019-01-24 16 G,3240.8967
2019-01-24 17 G,3326.4358
2019-01-24 18 G,3633.3748
2019-01-24 19 G,4125.4175
2019-01-24 20 G,4201.712
2019-01-24 21 G,4167.6226
2019-01-24 22 G,4036.5037
2019-01-24 23 G,3833.0442
2019-01-24 24 G,3704.9473
2019-01-25 01 G,3240.4114
2019-01-25 02 G,2991.0771
2019-01-25 03 G,2791.14
2019-01-25 04 G,2833.4893
2019-01-25 05 G,2979.7024
2019-01-25 06 G,3148.8909
2019-01-25 07 G,3676.0303
2019-01-25 08 G,4247.124
2019-01-25 09 G,4260.6797
2019-01-25 10 G,4196.179
2019-01-25 11 G,4064.1597
2019-01-25 12 G,3712.7993
2019-01-25 13 G,3448.6802
2019-01-25 14 G,3339.6404
2019-01-25 15 G,3234.8362
2019-01-25 16 G,3230.3613
2019-01-25 17 G,3315.9004
2019-01-25 18 G,3704.9622
2019-01-25 19 G,4163.1465
2019-01-25 20 G,4222.739
2019-01-25 21 G,4264.044
2019-01-25 22 G,4132.216
2019-01-25 23 G,3931.2349
2019-01-25 24 G,3700.5752
2019-01-26 01 G,3241.881
2019-01-26 02 G,2920.5352
2019-01-26 03 G,2800.1821
2019-01-26 04 G,2833.6965
2019-01-26 05 G,2957.7295
2019-01-26 06 G,3176.1592
2019-01-26 07 G,3655.6633
2019-01-26 08 G,4224.229
2019-01-26 09 G,4236.2114
2019-01-26 10 G,4172.6147
2019-01-26 11 G,4037.9778
2019-01-26 12 G,3689.6611
2019-01-26 13 G,3427.089
2019-01-26 14 G,3372.9214
2019-01-26 15 G,3269.7805
2019-01-26 16 G,3266.2844
2019-01-26 17 G,3350.8599
2019-01-26 18 G,3705.8718
2019-01-26 19 G,4137.5547
2019-01-26 20 G,4223.935
2019-01-26 21 G,4234.522
2019-01-26 22 G,4136.7427
2019-01-26 23 G,3910.6086
2019-01-26 24 G,3749.7498
2019-01-27 01 G,3176.022
2019-01-27 02 G,2853.2407
2019-01-27 03 G,2712.5647
2019-01-27 04 G,2746.079
2019-01-27 05 G,2870.112
2019-01-27 06 G,3086.7332
2019-01-27 07 G,3559.7786
2019-01-27 08 G,4136.0273
2019-01-27 09 G,4200.111
2019-01-27 10 G,4136.514
2019-01-27 11 G,4005.184
2019-01-27 12 G,3679.5698
2019-01-27 13 G,3416.5095
2019-01-27 14 G,3362.3418
2019-01-27 15 G,3259.201
2019-01-27 16 G,3255.7048
2019-01-27 17 G,3335.737
2019-01-27 18 G,3677.2793
2019-01-27 19 G,4102.6655
2019-01-27 20 G,4188.486
2019-01-27 21 G,4191.482
2019-01-27 22 G,4089.399
2019-01-27 23 G,3863.2068
2019-01-27 24 G,3656.3787
2019-01-28 01 G,3087.0842
2019-01-28 02 G,2753.6807
2019-01-28 03 G,2559.2048
2019-01-28 04 G,2612.3218
2019-01-28 05 G,2737.8176
2019-01-28 06 G,2908.1584
2019-01-28 07 G,3420.9463
2019-01-28 08 G,3993.4666
2019-01-28 09 G,4032.7861
2019-01-28 10 G,3984.723
2019-01-28 11 G,3884.7996
2019-01-28 12 G,3550.8765
2019-01-28 13 G,3289.761
2019-01-28 14 G,3221.6484
2019-01-28 15 G,3112.884
2019-01-28 16 G,3105.8608
2019-01-28 17 G,3177.1282
2019-01-28 18 G,3534.2588
2019-01-28 19 G,3893.6206
2019-01-28 20 G,4035.56
2019-01-28 21 G,3991.87
2019-01-28 22 G,3917.0261
2019-01-28 23 G,3678.1147
2019-01-28 24 G,3426.2441
2019-01-29 01 G,3005.2122
2019-01-29 02 G,2653.2908
2019-01-29 03 G,2493.3086
2019-01-29 04 G,2520.819
2019-01-29 05 G,2618.5154
2019-01-29 06 G,2758.117
2019-01-29 07 G,3301.706
2019-01-29 08 G,3836.1365
2019-01-29 09 G,3869.136
2019-01-29 10 G,3822.8245
2019-01-29 11 G,3699.5767
2019-01-29 12 G,3397.1685
2019-01-29 13 G,3156.1147
2019-01-29 14 G,3090.2449
2019-01-29 15 G,2977.7927
2019-01-29 16 G,2969.4978
2019-01-29 17 G,3029.8718
2019-01-29 18 G,3284.3472
2019-01-29 19 G,3734.319
2019-01-29 20 G,3824.7861
2019-01-29 21 G,3842.5308
2019-01-29 22 G,3731.4668
2019-01-29 23 G,3509.653
2019-01-29 24 G,3250.4717
2019-01-30 01 G,2704.3086
2019-01-30 02 G,2347.7322
2019-01-30 03 G,2162.5408
2019-01-30 04 G,2197.1252
2019-01-30 05 G,2315.6543
2019-01-30 06 G,2469.603
2019-01-30 07 G,2995.0386
2019-01-30 08 G,3455.6028
2019-01-30 09 G,3498.886
2019-01-30 10 G,3438.8518
2019-01-30 11 G,3334.7842
2019-01-30 12 G,3041.3467
2019-01-30 13 G,2911.3252
2019-01-30 14 G,2899.2375
2019-01-30 15 G,2785.1218
2019-01-30 16 G,2777.2593
2019-01-30 17 G,2836.1567
2019-01-30 18 G,3138.2083
2019-01-30 19 G,3648.9934
2019-01-30 20 G,3510.6147
2019-01-30 21 G,3513.7524
2019-01-30 22 G,3398.5537
2019-01-30 23 G,3192.265
2019-01-30 24 G,2918.3457
2019-01-31 01 G,2515.6255
2019-01-31 02 G,2117.9727
2019-01-31 03 G,1941.4957
2019-01-31 04 G,1970.7186
2019-01-31 05 G,2123.4038
2019-01-31 06 G,2305.497
2019-01-31 07 G,2827.1887
2019-01-31 08 G,3277.5703
2019-01-31 09 G,3289.4631
2019-01-31 10 G,3149.7542
2019-01-31 11 G,3080.7732
2019-01-31 12 G,3008.4604
2019-01-31 13 G,2724.0356
2019-01-31 14 G,2644.4377
2019-01-31 15 G,2551.2153
2019-01-31 16 G,2548.456
2019-01-31 17 G,2590.2544
2019-01-31 18 G,2873.3445
2019-01-31 19 G,3321.723
2019-01-31 20 G,3500.702
2019-01-31 21 G,3239.9336
2019-01-31 22 G,3132.4224
2019-01-31 23 G,2904.345
2019-01-31 24 G,2724.6936
2019-02-01 01 G,2921.3325
2019-02-01 02 G,2560.5952
2019-02-01 03 G,2392.3618
2019-02-01 04 G,2419.2554
2019-02-01 05 G,2528.1506
2019-02-01 06 G,2675.0693
2019-02-01 07 G,3168.4219
2019-02-01 08 G,3619.6003
2019-02-01 09 G,3629.6982
2019-02-01 10 G,3509.25
2019-02-01 11 G,3413.0698
2019-02-01 12 G,3156.591
2019-02-01 13 G,3006.742
2019-02-01 14 G,2874.769
2019-02-01 15 G,2756.9653
2019-02-01 16 G,2748.5334
2019-02-01 17 G,2814.569
2019-02-01 18 G,3095.137
2019-02-01 19 G,3593.5942
2019-02-01 20 G,3712.4382
2019-02-01 21 G,3734.9802
2019-02-01 22 G,3649.5015
2019-02-01 23 G,3475.101
2019-02-01 24 G,3266.625
2019-02-02 01 G,2874.7031
2019-02-02 02 G,2584.085
2019-02-02 03 G,2420.7756
2019-02-02 04 G,2433.7703
2019-02-02 05 G,2565.603
2019-02-02 06 G,2709.8674
2019-02-02 07 G,3226.9692
2019-02-02 08 G,3704.4875
2019-02-02 09 G,3690.773
2019-02-02 10 G,3643.397
2019-02-02 11 G,3533.6748
2019-02-02 12 G,3238.746
2019-02-02 13 G,3069.1152
2019-02-02 14 G,2945.592
2019-02-02 15 G,2864.8733
2019-02-02 16 G,2856.4414
2019-02-02 17 G,2925.1768
2019-02-02 18 G,3167.6868
2019-02-02 19 G,3660.773
2019-02-02 20 G,3779.138
2019-02-02 21 G,3813.0632
2019-02-02 22 G,3724.1494
2019-02-02 23 G,3503.9863
2019-02-02 24 G,3277.6394
2019-02-03 01 G,2883.067
2019-02-03 02 G,2592.4487
2019-02-03 03 G,2430.8928
2019-02-03 04 G,2443.8875
2019-02-03 05 G,2575.7202
2019-02-03 06 G,2719.9846
2019-02-03 07 G,3237.0864
2019-02-03 08 G,3719.319
2019-02-03 09 G,3711.6099
2019-02-03 10 G,3662.8977
2019-02-03 11 G,3553.2112
2019-02-03 12 G,3264.7637
2019-02-03 13 G,3076.4768
2019-02-03 14 G,2957.4143
2019-02-03 15 G,2876.6956
2019-02-03 16 G,2868.2637
2019-02-03 17 G,2936.999
2019-02-03 18 G,3179.509
2019-02-03 19 G,3740.6675
2019-02-03 20 G,3790.9602
2019-02-03 21 G,3829.2178
2019-02-03 22 G,3736.5088
2019-02-03 23 G,3516.3457
2019-02-03 24 G,3289.9988
2019-02-04 01 G,3104.6343
2019-02-04 02 G,2717.2803
2019-02-04 03 G,2507.335
2019-02-04 04 G,2587.2441
2019-02-04 05 G,2727.539
2019-02-04 06 G,2911.294
2019-02-04 07 G,3431.1382
2019-02-04 08 G,3976.0728
2019-02-04 09 G,4034.7512
2019-02-04 10 G,3937.6162
2019-02-04 11 G,3774.4424
2019-02-04 12 G,3490.874
2019-02-04 13 G,3266.3062
2019-02-04 14 G,3130.1157
2019-02-04 15 G,3085.5215
2019-02-04 16 G,3077.306
2019-02-04 17 G,3157.6807
2019-02-04 18 G,3464.5125
2019-02-04 19 G,3899.617
2019-02-04 20 G,4044.9768
2019-02-04 21 G,4032.4194
2019-02-04 22 G,3909.2341
2019-02-04 23 G,3731.2393
2019-02-04 24 G,3471.8174
2019-02-05 01 G,3099.02
2019-02-05 02 G,2711.666
2019-02-05 03 G,2501.7207
2019-02-05 04 G,2581.63
2019-02-05 05 G,2721.9248
2019-02-05 06 G,2905.6797
2019-02-05 07 G,3424.003
2019-02-05 08 G,3972.1875
2019-02-05 09 G,4035.9465
2019-02-05 10 G,3936.6755
2019-02-05 11 G,3773.5017
2019-02-05 12 G,3491.6887
2019-02-05 13 G,3262.4211
2019-02-05 14 G,3126.2307
2019-02-05 15 G,3081.6365
2019-02-05 16 G,3073.421
2019-02-05 17 G,3153.7957
2019-02-05 18 G,3460.6274
2019-02-05 19 G,3895.732
2019-02-05 20 G,4041.0918
2019-02-05 21 G,4028.5344
2019-02-05 22 G,3905.349
2019-02-05 23 G,3727.3542
2019-02-05 24 G,3467.9324
2019-02-06 01 G,3099.0813
2019-02-06 02 G,2711.7273
2019-02-06 03 G,2567.727
2019-02-06 04 G,2583.225
2019-02-06 05 G,2755.62
2019-02-06 06 G,2925.8862
2019-02-06 07 G,3420.8909
2019-02-06 08 G,3969.0754
2019-02-06 09 G,4014.2
2019-02-06 10 G,3918.1458
2019-02-06 11 G,3754.193
2019-02-06 12 G,3471.5386
2019-02-06 13 G,3245.469
2019-02-06 14 G,3116.3083
2019-02-06 15 G,3071.714
2019-02-06 16 G,3063.4985
2019-02-06 17 G,3143.8733
2019-02-06 18 G,3450.705
2019-02-06 19 G,3878.7798
2019-02-06 20 G,4026.7258
2019-02-06 21 G,4018.865
2019-02-06 22 G,3898.7117
2019-02-06 23 G,3720.7168
2019-02-06 24 G,3461.295
2019-02-07 01 G,3082.1328
2019-02-07 02 G,2698.8694
2019-02-07 03 G,2612.3074
2019-02-07 04 G,2641.8315
2019-02-07 05 G,2810.1748
2019-02-07 06 G,2998.7007
2019-02-07 07 G,3528.532
2019-02-07 08 G,4122.4272
2019-02-07 09 G,4161.5474
2019-02-07 10 G,4014.6655
2019-02-07 11 G,3816.4587
2019-02-07 12 G,3564.067
2019-02-07 13 G,3362.2903
2019-02-07 14 G,3181.5454
2019-02-07 15 G,3071.1704
2019-02-07 16 G,3062.9548
2019-02-07 17 G,3150.075
2019-02-07 18 G,3489.616
2019-02-07 19 G,3883.3398
2019-02-07 20 G,4032.112
2019-02-07 21 G,4023.425
2019-02-07 22 G,3950.9045
2019-02-07 23 G,3752.0654
2019-02-07 24 G,3525.8284
2019-02-08 01 G,3170.112
2019-02-08 02 G,2836.146
2019-02-08 03 G,2651.075
2019-02-08 04 G,2708.0479
2019-02-08 05 G,2882.8909
2019-02-08 06 G,3099.528
2019-02-08 07 G,3585.0942
2019-02-08 08 G,4163.4
2019-02-08 09 G,4198.248
2019-02-08 10 G,4090.663
2019-02-08 11 G,3911.7893
2019-02-08 12 G,3624.8298
2019-02-08 13 G,3377.2693
2019-02-08 14 G,3254.756
2019-02-08 15 G,3148.4343
2019-02-08 16 G,3142.767
2019-02-08 17 G,3238.0212
2019-02-08 18 G,3584.606
2019-02-08 19 G,4052.9822
2019-02-08 20 G,4117.401
2019-02-08 21 G,4148.694
2019-02-08 22 G,4061.9226
